token_age_b,transfers,transactions,buys_m5,sells_m5,buys_h1,sells_h1,volume_m5,volume_h1,price_change_m5,price_change_h1,price_change_h6,price_change_h24,liquidity,market_cap,is_mutable_metadata,is_telegram,is_twitter,is_website,boosts,telegram_members,twitter_days,twitter_tweets,twitter_followers,twitter_smart_followers,sns_held_all,sns_sold_some,sns_sold_all,PNL,profit,sns_most_common,sns_most_common_except_0,tt_f10_bought,tt_f10_sold,sns_f10_bought,sns_f10_sold,sns_no_bought,sns_no_sold,tt_no_bought,tt_no_sold,sns_pnl_loss,tt_pnl_loss
16.37,0.0,619.0,20.0,34.0,271.0,348.0,4883.15,73415.48,-45.66,-90.73,-90.73,-90.73,11603.86,8511.0,0,0,0,0,0,0,0,0,0,0,11,9,80,-21.67,0,0.0,11.0,4845.46,26052.0,10657.08,23401.770000000004,47,12,75,0,35,0
5.34,0.0,939.0,515.0,424.0,515.0,424.0,247151.21,247151.21,-89.53,-89.53,-89.53,-89.53,14193.67,12476.0,0,0,0,0,0,0,0,0,0,0,15,8,77,-20.48,0,0.0,23.0,35366.270000000004,92754.04000000001,29516.190000000002,49470.46,22,16,43,5,42,0
4.73,0.0,383.0,214.0,169.0,214.0,169.0,178200.84,178200.84,117304.0,117304.0,117304.0,117304.0,115653.72,135101557.0,1,0,0,0,0,0,0,0,0,0,61,7,32,-24.87,0,0.0,0.1,4359.579999999999,91161.15,85929.96999999999,39301.01,16,61,24,39,11,17
4.51,0.0,325.0,244.0,81.0,244.0,81.0,44652.77,44652.77,117.0,117.0,117.0,117.0,55705.89,199254.0,0,1,1,1,0,18,0,0,0,0,51,6,43,-25.35,0,11.0,11.0,15109.140000000009,18128.519999999997,11070.939999999999,9593.04,6,51,12,26,4,1
18.66,0.0,672.0,31.0,7.0,361.0,311.0,2482.23,87886.24,21.62,-75.83,-75.83,-75.83,17929.92,20427.0,0,1,1,0,0,7,0,0,0,0,20,14,66,71.99,1,0.0,11.0,13517.36,30800.0,17989.45,21430.08,21,20,78,0,47,0
13.57,0.0,3101.0,501.0,457.0,1688.0,1413.0,128934.46,410610.97,52.44,216.0,216.0,216.0,69942.13,304267.0,0,0,1,0,150,0,0,0,0,0,15,13,72,72.02,1,0.0,23.0,50724.0,88154.0,17311.72,22233.539999999997,13,15,13,0,16,0
22.49,0.0,575.0,1.0,2.0,228.0,347.0,6.05,97789.93,-0.08,-93.16,-93.16,-93.16,10244.12,6653.0,0,0,0,0,0,0,0,0,0,0,11,8,81,-32.17,0,0.0,11.0,11198.67,37918.0,19413.32,28573.71,37,12,87,0,40,0
50.83,0.0,1953.0,0.0,3.0,1048.0,905.0,32.17,432074.32,-1.33,-93.3,-93.3,-93.3,10268.37,6353.0,0,0,0,0,0,0,0,0,0,0,10,10,80,-17.2,0,0.0,23.0,39997.0,92108.0,33260.31,44927.69999999999,20,10,62,0,63,0
16.06,0.0,231.0,41.0,13.0,145.0,86.0,4998.17,25984.45,19.68,-26.14,-26.14,-26.14,34146.13,75128.0,0,0,0,0,0,0,0,0,0,0,43,10,47,5.87,0,0.0,23.0,7140.609999999999,12410.660000000002,9051.469999999998,11474.509999999998,15,43,29,26,27,19
16.08,0.0,99.0,2.0,6.0,68.0,31.0,224.19,6755.87,-1.17,7.85,7.85,7.85,39090.36,93789.0,0,0,0,0,0,0,0,0,0,0,30,1,29,-23.08,0,23.0,23.0,3802.6299999999987,2932.2599999999998,3802.629999999999,2932.26,4,30,4,30,13,13
40.0,0.0,1629.0,6.0,7.0,744.0,885.0,411.01,259227.82,10.47,-86.7,-86.7,-86.7,14164.79,12601.0,0,0,1,1,0,0,0,0,0,0,12,2,86,-2.38,0,0.0,475.0,26531.0,73167.0,20926.699999999997,31905.090000000004,14,13,54,0,43,0
43.74,0.0,176.0,13.0,3.0,126.0,50.0,671.25,8946.69,9.54,266.0,266.0,266.0,5962.24,6015.0,0,0,1,1,10,0,0,0,0,0,64,15,21,63.99,1,2.37,2.37,4073.5599999999968,3412.7200000000007,5039.04,3723.7200000000007,2,64,2,65,14,13
6.33,0.0,801.0,498.0,184.0,591.0,210.0,52918.09,66005.9,131.0,112.0,112.0,112.0,54712.8,191886.0,0,1,0,0,0,48,0,0,0,0,36,17,47,-22.15,0,0.0,23.0,8227.76,20858.0,10424.470000000001,13533.670000000002,11,36,39,0,15,0
14.22,0.0,700.0,91.0,73.0,400.0,300.0,17868.62,111431.68,34.18,62.96,62.96,62.96,46296.58,136622.0,0,0,0,1,0,0,0,0,0,0,29,18,53,-24.16,0,0.0,11.0,18683.030000000002,35872.0,12274.24,16904.57,15,29,31,0,21,0
10.16,0.0,5829.0,4387.0,383.0,4989.0,840.0,98106.08,344234.06,52.0,34.67,34.67,34.67,46139.56,132297.0,0,1,1,1,0,9,0,0,0,0,26,17,57,-20.88,0,0.0,235.0,31620.0,82053.0,25319.839999999993,43402.1,26,26,52,0,26,0
2.87,0.0,378.0,218.0,160.0,218.0,160.0,68975.73,68975.73,-89.24,-89.24,-89.24,-89.24,12602.35,10160.0,0,1,1,1,0,83,0,0,0,0,40,5,55,-20.97,0,11.0,11.0,8871.269999999999,35314.97,17746.1,20887.03,5,41,47,26,47,13
2.9,0.0,626.0,365.0,261.0,365.0,261.0,74745.38,74745.38,10.67,10.67,10.67,10.67,39506.64,100441.0,0,0,0,0,0,0,0,0,0,0,45,9,46,-26.8,0,0.0,23.0,5441.0,36254.0,5982.569999999999,8805.180000000002,27,45,84,0,5,0
2.55,0.0,369.0,157.0,212.0,157.0,212.0,46484.77,46484.77,-89.74,-89.74,-89.74,-89.74,11958.88,9148.0,0,0,0,0,0,0,0,0,0,0,32,2,66,-34.43,0,0.0,23.0,324.0,23470.33,7290.749999999999,6568.759999999999,28,34,94,0,38,0
2.44,0.0,735.0,417.0,318.0,417.0,318.0,266253.68,266253.68,119.0,119.0,119.0,119.0,57056.2,204118.0,0,0,0,0,0,0,0,0,0,0,29,25,46,61.1,1,0.0,47.0,12190.0,62857.0,48385.76,54858.62,18,29,75,0,7,0
3.07,212.0,630.0,412.0,218.0,412.0,218.0,229360.35,229360.35,126.0,126.0,126.0,126.0,58420.48,215223.0,0,0,0,0,0,0,0,0,0,0,54,6,40,-70.12,0,0.0,23.0,22133.0,117657.0,46035.88999999999,33488.61,15,54,47,0,17,0
3.01,268.0,192.0,120.0,72.0,120.0,72.0,27599.5,27599.5,22.21,22.21,22.21,22.21,44189.82,125128.0,0,0,0,0,0,0,0,0,0,0,50,8,42,-35.32,0,23.0,23.0,5389.0700000000015,11268.760000000002,15288.519999999997,11494.330000000002,11,50,13,50,25,20
3.43,19.0,20.0,18.0,2.0,18.0,2.0,72.05,72.05,3.15,3.15,3.15,3.15,7253.59,4336.0,0,0,0,0,0,0,0,0,0,0,16,0,2,1.01,0,2.37,2.37,75.00999999999999,7.1,64.00999999999999,7.1,0,16,0,17,2,2
9.71,1947.0,1678.0,479.0,460.0,913.0,765.0,224823.83,394637.86,27.43,199.0,199.0,199.0,67643.09,283690.0,0,0,0,0,100,0,0,0,0,0,28,13,59,-29.37,0,11.0,11.0,18580.069999999996,28329.299999999996,18465.689999999988,22655.62,7,28,9,0,13,0
14.22,552.0,162.0,7.0,11.0,99.0,63.0,818.47,15583.24,-6.7,-39.37,-39.37,-39.37,29662.44,56454.0,0,1,1,1,0,165,0,0,0,0,45,5,50,-21.03,0,0.0,11.0,4562.819999999998,9354.910000000003,5684.639999999999,9359.77,15,45,18,42,27,27
32.66,1010.0,733.0,0.0,5.0,336.0,397.0,28.01,160813.74,-3.01,-94.81,-94.81,-94.81,8748.61,4792.0,0,0,0,0,0,0,0,0,0,0,18,3,79,2.48,0,0.0,23.0,8007.83,49653.64,40223.17999999999,45565.81,31,20,88,0,43,0
13.43,534.0,1472.0,154.0,136.0,778.0,694.0,39198.87,231051.55,33.49,52.62,52.62,52.62,45803.21,130905.0,0,0,0,0,0,0,0,0,0,0,17,10,73,61.19,1,0.0,0.1,17581.0,50386.0,13709.5,18893.02,32,17,70,0,12,0
35.1,4785.0,3980.0,57.0,39.0,1997.0,1983.0,15031.16,932358.63,88.3,-41.52,-41.52,-41.52,29121.49,49353.0,0,0,0,0,0,0,0,0,0,0,10,11,79,-23.79,0,0.0,11.0,59151.0,146258.0,24031.559999999998,42301.43,34,10,53,0,15,0
11.95,5925.0,696.0,68.0,75.0,400.0,296.0,12549.04,66633.51,-6.77,-36.24,-36.24,-36.24,30206.96,58094.0,0,1,0,1,0,17,0,0,0,0,22,9,69,-23.31,0,0.0,23.0,11833.86,23466.28,4316.3099999999995,6816.979999999999,15,22,63,0,26,0
17.27,1576.0,1643.0,130.0,172.0,841.0,802.0,131038.11,939455.38,56996.0,3275.0,3275.0,3275.0,14592.21,6970775.0,1,0,0,0,0,0,0,0,0,0,31,26,43,-80.44,0,0.1,0.1,57561.0,366896.0,126756.48999999998,99951.22,11,31,31,0,31,0
15.11,239.0,1313.0,30.0,116.0,633.0,680.0,11798.37,280767.62,-72.03,-88.96,-88.96,-88.96,13008.54,10443.0,0,0,0,0,0,0,0,0,0,0,11,15,74,-20.19,0,0.0,23.0,22843.35,65183.0,50343.429999999986,60675.3,30,11,78,0,37,0
36.94,6965.0,6765.0,461.0,332.0,3430.0,3335.0,593669.73,4373074.69,-75.3,147.0,147.0,147.0,74953.15,282762.0,0,0,0,0,0,0,0,0,0,0,12,17,71,-25.15,0,0.0,0.1,114539.0,376107.0,51365.31999999999,87029.2,14,12,36,0,10,0
26.53,834.0,939.0,232.0,58.0,632.0,307.0,4314.25,43768.52,27.66,453.0,453.0,453.0,4855.78,13193.0,0,1,1,1,0,19,0,0,0,0,42,11,47,61.64,1,0.1,0.1,9723.019999999999,15056.549999999997,12958.650000000005,13361.39,11,42,35,0,15,0
29.19,991.0,4487.0,248.0,283.0,2495.0,1992.0,162722.27,1614334.45,-81.48,-65.46,-65.46,-65.46,23873.76,33027.0,0,1,1,1,0,811,0,0,0,0,11,17,72,70.38,1,0.0,23.0,117188.0,304971.0,70065.07,124758.3,14,11,26,0,7,0
24.42,2365.0,2057.0,193.0,104.0,1320.0,737.0,40955.0,348326.05,22.64,105.0,105.0,105.0,55935.29,194251.0,0,1,1,1,500,35,0,0,0,0,19,11,70,-41.71,0,0.0,11.0,30032.0,82875.0,16317.36,25792.240000000005,15,19,43,0,21,0
46.78,525.0,435.0,1.0,1.0,211.0,224.0,7.88,97642.02,-2.39,-92.89,-92.89,-92.89,9874.55,6120.0,0,0,0,0,0,0,0,0,0,0,11,3,86,-20.59,0,0.0,23.0,18162.369999999995,47683.41,16172.33,29052.65,27,12,50,12,62,10
42.93,778.0,520.0,0.0,2.0,230.0,290.0,8.37,91502.36,-0.04,-93.66,-93.66,-93.66,10293.23,6682.0,0,0,0,0,0,0,0,0,0,0,15,11,74,-19.92,0,0.0,47.0,9729.0,35100.22000000001,21382.03,32103.180000000004,38,16,90,0,42,0
40.24,40.0,37.0,0.0,0.0,26.0,11.0,0.0,1824.59,0.0,47.62,47.62,47.62,2907.37,1864.0,0,0,0,0,0,0,0,0,0,0,14,3,8,-28.23,0,2.38,2.38,1037.4,775.4,1037.4,775.4000000000001,0,14,0,14,3,3
31.72,375.0,283.0,1.0,3.0,149.0,134.0,54.32,62322.23,-4.4,-95.2,-95.2,-95.2,8925.26,5047.0,0,0,1,0,0,0,0,0,0,0,27,6,67,136.42,1,0.0,23.0,10837.750000000002,31655.51,13156.380000000003,15246.21,25,27,30,22,42,27
33.75,89.0,57.0,2.0,1.0,47.0,10.0,98.46,1730.54,0.33,34.73,34.73,34.73,14964.83,8700.0,1,0,0,0,0,0,0,0,0,0,26,12,0,242.95,1,23.0,23.0,1370.07,401.61,1370.0700000000002,401.61,0,26,0,26,3,3
50.36,1445.0,1156.0,2.0,0.0,550.0,606.0,0.0,173325.65,-0.04,-94.73,-94.73,-94.73,8800.99,4828.0,0,0,0,0,0,0,0,0,0,0,17,9,74,-4.29,0,0.0,23.0,7707.0,48446.0,14577.25,24965.149999999998,26,17,78,0,45,0
22.79,1640.0,1497.0,92.0,86.0,853.0,644.0,34331.02,357845.63,6.67,-17.63,-17.63,-17.63,34993.28,75301.0,0,0,0,0,0,0,0,0,0,0,20,13,67,-41.09,0,0.0,47.0,41127.0,93073.0,34520.89,51928.03999999999,24,20,38,0,25,0
16.72,367.0,597.0,140.0,31.0,515.0,82.0,23852.05,302175.28,9.09,905903.0,905903.0,905903.0,545760.83,2081747566.0,0,0,1,0,10,0,0,0,0,0,80,5,15,-99.18,0,0.1,0.1,1288.9599999999966,10078.460000000001,243621.79000000024,278.2600000000001,4,80,30,40,3,1
50.0,2021.0,1567.0,0.0,1.0,801.0,766.0,0.01,331661.87,-0.2,-93.89,-93.89,-93.89,9538.92,5388.0,0,1,1,0,50,27,0,0,0,0,18,10,72,-4.59,0,0.0,23.0,16602.0,60917.0,9785.27,11297.849999999999,16,18,69,0,24,0
32.1,8943.0,1117.0,68.0,35.0,706.0,411.0,5955.71,54010.72,25.72,-21.6,-21.6,-21.6,33610.64,71968.0,0,1,1,0,100,3,0,0,0,0,20,12,68,-21.32,0,0.0,23.0,9358.66,19284.59999999999,8242.969999999998,13863.570000000003,20,20,32,0,33,0
35.79,2180.0,1773.0,24.0,49.0,964.0,809.0,14115.99,316583.24,-27.37,-64.65,-64.65,-64.65,23511.56,33864.0,0,0,1,1,0,0,0,0,0,0,17,12,71,-49.26,0,0.0,23.0,26756.0,62378.0,18894.16,27885.29,21,17,60,0,43,0
17.53,706.0,681.0,223.0,26.0,625.0,56.0,16379.18,426104.15,6.21,60838397.0,60838397.0,60838397.0,835351.59,7276242788.0,0,0,1,0,10,0,0,0,0,0,71,0,29,60.12,1,0.1,0.1,2784.2999999999956,3394.1800000000007,384702.7099999996,1367.7899999999997,5,71,11,50,2,1
20.74,6211.0,6339.0,599.0,591.0,3459.0,2880.0,253014.9,1468617.95,-9.9,134.0,134.0,134.0,61873.99,216717.0,0,1,1,0,0,192,0,0,0,0,12,16,72,-20.17,0,0.0,23.0,111886.0,218551.0,36029.46000000001,80503.94,27,12,40,0,4,0
33.65,8851.0,11950.0,2914.0,382.0,11416.0,534.0,185963.9,252483.43,9.47,8303.0,8303.0,8303.0,38012.39,182631.0,0,1,1,1,500,11,0,0,0,0,49,13,38,60.3,1,0.0,0.1,0.0,27617.0,13776.330000000007,2501.0,23,49,100,0,12,0
31.2,2753.0,3391.0,292.0,209.0,2066.0,1325.0,60226.63,367878.98,0.36,43.95,43.95,43.95,46334.17,131921.0,0,1,1,0,1000,63,0,0,0,0,25,8,67,-48.45,0,0.0,47.0,7664.0,54234.0,7366.500000000003,13249.380000000001,23,25,89,0,35,0
28.4,14360.0,18819.0,6363.0,500.0,16487.0,2332.0,252198.27,1364324.65,-18.82,491.0,491.0,491.0,97257.21,565601.0,0,1,1,1,1000,6,0,0,0,0,17,23,60,-24.96,0,0.0,47.0,54217.0,169998.0,39819.16,77197.09999999999,9,17,66,0,2,0
2.33,0.0,628.0,433.0,195.0,433.0,195.0,402466.36,402466.36,214.0,214.0,214.0,214.0,79142.6,383779.0,0,0,0,0,0,0,0,0,0,0,45,15,40,-32.73,0,0.0,24.0,88985.0,175106.96,81251.28,88869.43,16,45,36,0,9,0
4.11,0.0,775.0,456.0,319.0,456.0,319.0,167259.95,167259.95,-65.76,-65.76,-65.76,-65.76,22996.93,32282.0,0,0,0,0,0,0,0,0,0,0,22,14,64,166.14,1,0.0,24.0,15143.0,49586.0,19348.65,33913.04,39,22,66,0,20,0
4.68,0.0,318.0,201.0,117.0,201.0,117.0,47557.5,47557.5,18.2,18.2,18.2,18.2,40243.15,98622.0,0,0,0,0,0,0,0,0,0,0,36,13,51,64.66,1,0.0,24.0,14633.090000000004,22373.52999999999,14030.360000000004,14579.98,19,36,36,15,14,8
11.49,0.0,1201.0,244.0,158.0,812.0,389.0,192846.67,589686.4,-37.4,216459.0,216459.0,216459.0,162928.7,266809986.0,1,0,0,0,0,0,0,0,0,0,72,7,21,-31.41,0,0.1,0.1,23333.48999999999,246272.16000000006,120795.56999999996,50278.96,5,72,7,23,4,7
6.82,0.0,1520.0,378.0,519.0,751.0,769.0,303292.75,543911.55,-97.03,-91.29,-91.29,-91.29,12795.38,9739.0,0,0,0,0,0,0,0,0,0,0,16,7,77,-27.99,0,0.0,24.0,39109.0,118635.0,32237.879999999997,58105.53,30,16,57,0,15,0
20.8,0.0,1444.0,24.0,49.0,747.0,697.0,5487.68,262434.01,-45.95,-85.35,-85.35,-85.35,14821.34,13101.0,0,0,0,0,0,0,0,0,0,0,9,18,73,66.64,1,0.0,24.0,14419.24,42663.0,24535.25,33167.86,23,9,66,0,43,0
9.08,0.0,1239.0,163.0,112.0,879.0,360.0,39385.53,642609.43,-7.49,1.88,1.88,1.88,42674.81,107625.0,0,0,0,0,0,0,0,0,0,0,41,16,43,-22.96,0,0.0,73.0,152493.0,217616.0,65529.73999999999,89207.38,15,41,29,0,18,0
8.51,0.0,1246.0,387.0,301.0,730.0,516.0,155233.76,284788.35,19.2,53.74,53.74,53.74,49911.14,145678.0,0,0,0,0,0,0,0,0,0,0,33,12,55,72.83,1,0.0,24.0,18230.0,64262.0,13694.589999999998,23024.920000000002,30,33,63,0,8,0
44.22,0.0,44.0,3.0,2.0,31.0,13.0,392.66,3709.5,15.51,93.17,93.17,93.17,4070.37,4663.0,0,0,0,0,0,0,0,0,0,0,12,7,6,63.03,1,2.4,2.4,2208.42,1567.26,2125.42,1567.26,0,12,0,13,5,5
40.33,0.0,1056.0,1.0,7.0,511.0,545.0,945.88,236897.43,-20.8,-86.69,-86.69,-86.69,14552.63,12575.0,0,0,0,0,0,0,0,0,0,0,13,19,68,-23.51,0,0.0,23.0,25321.0,56335.0,32456.300000000003,42909.37000000001,30,13,54,0,41,0
29.11,0.0,856.0,84.0,61.0,456.0,400.0,25092.61,176711.46,65.91,8.36,8.36,8.36,39750.86,95272.0,0,0,1,0,0,0,0,0,0,0,13,24,63,-22.87,0,0.0,24.0,30073.0,56642.0,26454.18,35699.04000000001,23,13,45,0,37,0
22.3,0.0,1464.0,147.0,91.0,773.0,691.0,49535.79,368545.56,-36.75,-8.46,-8.46,-8.46,36974.34,81166.0,0,0,0,0,0,0,0,0,0,0,16,20,64,-85.79,0,0.0,73.0,24178.0,80294.0,45377.06,61562.91,25,17,50,0,32,0
42.96,0.0,1556.0,19.0,15.0,818.0,738.0,5041.24,507196.98,-15.43,-79.19,-79.19,-79.19,21010.82,25350.0,0,0,1,0,0,0,0,0,0,0,9,6,85,-34.73,0,0.0,120.0,52197.0,125497.0,42856.37999999999,58896.829999999994,18,9,37,0,33,0
48.02,0.0,920.0,2.0,6.0,446.0,474.0,61.54,119817.94,-1.6,-74.02,-74.02,-74.02,19278.21,22724.0,0,1,0,1,0,270,0,0,0,0,27,7,66,-33.71,0,0.0,0.1,11335.0,36053.0,15745.82,23615.250000000004,38,27,75,0,22,0
16.06,0.0,1276.0,170.0,209.0,584.0,692.0,144755.92,405688.77,80.53,576.0,576.0,576.0,99750.9,602896.0,0,0,0,0,0,0,0,0,0,0,20,23,57,-24.73,0,0.0,12.0,34485.0,96748.0,33351.49999999999,58569.479999999996,26,21,47,0,14,0
12.45,0.0,455.0,98.0,83.0,293.0,162.0,22579.19,62129.12,-26.61,-1.68,-1.68,-1.68,38969.68,93830.0,0,1,1,1,100,35,0,0,14180,12,28,16,56,60.5,1,24.0,24.0,20463.299999999992,27597.589999999997,12689.169999999998,13662.480000000001,10,28,22,11,21,3
12.01,0.0,951.0,75.0,58.0,510.0,441.0,32528.3,309768.41,55.48,-75.03,-75.03,-75.03,28035.28,40895.0,0,0,1,1,0,0,0,0,0,0,23,16,61,-24.02,0,0.0,24.0,21653.0,67690.0,47791.45,50248.23000000001,20,23,63,0,41,0
18.15,0.0,646.0,61.0,36.0,423.0,223.0,12315.19,89067.12,19.56,52.79,52.79,52.79,48284.29,143447.0,0,1,1,0,0,38,0,0,36,0,28,12,60,61.85,1,0.0,24.0,11530.01,27475.18,11223.339999999998,12895.22,11,28,30,0,14,0
36.65,0.0,1488.0,47.0,37.0,749.0,739.0,18182.47,528627.65,8.88,-62.25,-62.25,-62.25,25059.21,35805.0,0,0,1,0,0,0,0,0,0,0,13,7,80,-32.09,0,0.0,119.0,46331.0,96553.0,72054.45000000001,87274.88999999998,26,13,37,0,47,0
28.49,0.0,1533.0,34.0,36.0,845.0,688.0,10367.84,244271.79,-37.28,-69.13,-69.13,-69.13,23042.57,32007.0,0,0,0,1,0,0,0,0,0,0,16,8,76,93.19,1,0.0,0.1,19435.21,62784.0,16393.63,28442.74,40,16,65,0,27,0
13.58,0.0,3976.0,773.0,657.0,2180.0,1796.0,360157.97,949797.15,-1.51,100.0,100.0,100.0,57807.91,190533.0,0,0,1,0,0,0,0,0,457,0,24,20,56,-28.29,0,24.0,24.0,213065.0,227706.0,38492.18,41231.75,9,24,11,0,16,0
38.78,0.0,9768.0,253.0,156.0,5539.0,4229.0,108808.31,4671700.53,-3.46,19.01,19.01,19.01,68316.25,219475.0,0,0,0,0,0,0,0,0,0,0,4,5,91,-35.19,0,0.0,47.0,299624.0,723061.0,140803.12,287037.38,14,4,38,0,27,0
2.69,0.0,538.0,315.0,223.0,315.0,223.0,169287.95,169287.95,135.0,135.0,135.0,135.0,59541.07,223891.0,0,0,0,0,0,0,0,0,0,0,46,10,44,120.15,1,0.0,47.0,25818.0,85515.0,20427.69,31287.440000000002,27,46,61,0,5,0
3.83,0.0,640.0,375.0,265.0,375.0,265.0,111548.12,111548.12,34.44,34.44,34.44,34.44,45031.36,128229.0,0,0,0,0,0,0,0,0,0,0,45,29,26,-90.55,0,0.0,23.0,37068.12,45710.45,13636.450000000003,10174.68,11,45,15,2,21,0
3.75,0.0,481.0,267.0,214.0,267.0,214.0,88205.61,88205.61,-58.63,-58.63,-58.63,-58.63,23567.56,34990.0,0,1,1,0,0,2,0,0,0,0,34,9,57,-61.9,0,0.0,23.0,20167.949999999993,38480.2,10890.13,17900.77,27,34,67,9,36,0
3.47,0.0,568.0,324.0,244.0,324.0,244.0,307098.06,307098.06,176.0,176.0,176.0,176.0,69180.61,299179.0,0,0,0,0,0,0,0,0,0,0,29,13,58,-75.1,0,47.0,47.0,29624.0,131705.0,30506.179999999993,32043.64,8,29,87,0,14,0
3.0,0.0,286.0,149.0,137.0,149.0,137.0,56031.15,56031.15,-55.99,-55.99,-55.99,-55.99,24453.05,38082.0,0,0,0,0,0,0,0,0,0,0,42,8,50,-24.05,0,0.0,23.0,8322.0,22662.690000000002,11989.09,16319.08,32,42,82,0,22,0
2.33,0.0,157.0,114.0,43.0,114.0,43.0,94136.38,94136.38,217753.0,217753.0,217753.0,217753.0,158295.67,261376123.0,1,0,0,0,0,0,0,0,0,0,70,5,25,-24.3,0,0.1,0.1,10402.259999999998,17738.66,79510.25999999998,12255.659999999998,14,71,17,65,2,3
4.72,0.0,628.0,301.0,327.0,301.0,327.0,125082.37,125082.37,-91.1,-91.1,-91.1,-91.1,11402.2,8118.0,0,0,0,0,0,0,0,0,0,0,17,6,77,-20.23,0,0.0,23.0,5175.0,34803.700000000004,12810.68,23890.46,28,18,81,0,49,0
6.51,0.0,573.0,168.0,165.0,306.0,267.0,59602.29,118308.24,132.0,6.85,6.85,6.85,33349.53,70009.0,0,0,0,0,0,0,0,0,0,0,30,12,58,112.86,1,0.0,236.0,14719.0,40281.0,21493.440000000002,31032.919999999995,22,30,49,0,26,0
8.23,0.0,124.0,13.0,15.0,78.0,46.0,2344.31,25497.83,-2.41,-59.71,-59.71,-59.71,25020.69,40017.0,0,0,0,0,0,0,0,0,0,0,41,5,36,-89.38,0,23.0,23.0,9622.87,15867.58,9622.870000000004,15867.58,8,42,8,42,20,20
8.54,0.0,2452.0,499.0,406.0,1433.0,1019.0,150375.52,639549.46,-40.49,-28.19,-28.19,-28.19,35732.47,76924.0,0,0,0,0,0,0,0,0,0,0,17,14,69,70.7,1,0.0,23.0,49458.0,136224.0,52363.79,70647.37,26,17,54,0,10,0
4.0,0.0,156.0,117.0,39.0,117.0,39.0,16610.87,16610.87,1344.0,1344.0,1344.0,1344.0,5467.63,11361.0,0,1,1,1,0,2,0,0,1,0,68,11,14,-54.72,0,0.1,0.1,11648.140000000003,9619.98,10439.44,8355.98,3,68,3,71,14,15
16.73,0.0,392.0,16.0,13.0,180.0,212.0,12369.24,83772.52,24.22,-65.69,-65.69,-65.69,22865.95,33337.0,0,0,0,0,0,0,0,0,0,0,19,4,77,66.25,1,0.0,0.1,21739.649999999987,38507.71000000001,18438.93,28221.53,35,19,45,9,33,3
7.65,0.0,753.0,234.0,199.0,440.0,313.0,63858.57,130436.93,24.96,-30.44,-30.44,-30.44,30146.01,57832.0,0,0,0,0,0,0,0,0,0,0,20,12,68,-41.45,0,0.0,23.0,13563.21,36637.0,16103.11,18280.38,18,20,69,0,31,0
15.54,0.0,1049.0,144.0,125.0,564.0,485.0,63536.68,210362.36,138.0,145.0,145.0,145.0,61910.21,243138.0,0,0,0,0,0,0,0,0,0,0,35,10,55,-29.41,0,0.0,47.0,21190.0,66614.0,19519.61,20135.719999999998,18,35,43,0,26,0
7.14,0.0,125.0,56.0,12.0,113.0,12.0,2635.65,371396.66,0.93,204646140.0,204646140.0,204646140.0,742960.36,5816512461.0,0,0,0,0,10,0,0,0,0,0,87,0,13,60.01,1,0.1,0.1,719.59,303.38,371042.30999999953,303.38,6,87,7,87,5,5
9.13,0.0,2208.0,432.0,379.0,1299.0,909.0,161887.33,568061.58,40.05,57.14,57.14,57.14,50904.73,159332.0,0,1,1,0,0,2,0,0,52,1,22,21,57,75.08,1,0.0,23.0,44791.0,123355.0,38017.6,67834.54999999999,29,22,54,0,6,0
28.68,0.0,217.0,46.0,24.0,142.0,75.0,6691.29,27367.12,80.86,559.0,559.0,559.0,7739.49,24955.0,0,1,1,1,0,6,0,0,7,0,50,21,29,-30.5,0,0.1,0.1,10431.370000000004,12161.800000000001,12556.830000000005,10882.8,5,51,7,43,14,12
19.9,0.0,2462.0,252.0,240.0,1408.0,1054.0,300055.42,1623395.05,-49.87,47093.0,47093.0,47093.0,74886.11,54190083.0,1,0,0,0,0,0,0,0,0,0,58,22,20,-58.76,0,0.1,0.1,61737.72,783102.6199999999,187490.86,516146.29,5,59,7,22,8,5
11.49,0.0,834.0,39.0,34.0,389.0,445.0,7415.32,164936.91,73.27,-80.44,-80.44,-80.44,17198.81,18805.0,0,0,0,0,0,0,0,0,0,0,36,11,53,-34.1,0,0.0,47.0,19513.53,60506.45,30457.079999999998,34244.9,17,36,62,0,39,0
8.69,0.0,304.0,31.0,47.0,180.0,124.0,5605.11,25409.38,0.4,6.37,6.37,6.37,38780.32,97431.0,0,0,0,0,0,0,0,0,0,0,31,6,63,92.14,1,0.0,23.0,4243.799999999998,9336.020000000002,8300.460000000001,7646.51,14,31,22,16,24,25
9.57,0.0,2461.0,542.0,518.0,1294.0,1167.0,449748.28,1412170.21,-26.72,807.0,807.0,807.0,125577.22,973654.0,0,0,0,0,0,0,0,0,0,0,17,19,64,-30.33,0,23.0,23.0,122187.0,290092.0,37657.24999999999,121853.24,12,17,20,0,1,0
10.96,0.0,1459.0,80.0,73.0,783.0,676.0,19082.45,410601.63,14.17,-69.54,-69.54,-69.54,21553.71,28870.0,0,1,1,1,0,19,0,0,0,0,17,14,69,-20.3,0,0.0,236.0,31220.08,79184.0,45321.189999999995,55653.880000000005,16,18,53,0,36,0
13.1,0.0,1631.0,136.0,126.0,937.0,694.0,27915.0,254817.02,47.02,-25.69,-25.69,-25.69,32017.3,63796.0,0,1,0,0,0,4,0,0,0,0,17,17,66,-20.65,0,0.0,23.0,46259.0,74838.0,16570.94,24759.44,21,17,68,0,44,0
